Department,Module Code , Title,Credits,
Irish World Academy Of Music and Dance (IWAMD),DA5101 , REPERTOIRE AND STYLE IN IRISH TRAD DANCE PERFORMANCE 1,12,
Irish World Academy Of Music and Dance (IWAMD),DA5102 , REPERTOIRE AND STYLE IN IRISH TRAD. DANCE PERF. 2,12,
Irish World Academy Of Music and Dance (IWAMD),DA5111 , DANCE PRACTICUM 1,12,
Irish World Academy Of Music and Dance (IWAMD),DA5112 , DANCE PRACTICUM 2,12,
Irish World Academy Of Music and Dance (IWAMD),DA5131 , DANCE SKILLS FOR PERFORMANCE ,12,
Irish World Academy Of Music and Dance (IWAMD),DA5132 , DANCE SKILLS FOR PERFORMANCE 2,12,
Irish World Academy Of Music and Dance (IWAMD),DA5141 , PRACTICUM 1 ,12,
Irish World Academy Of Music and Dance (IWAMD),DA5142 , PRACTICUM 2 ,12,
Irish World Academy Of Music and Dance (IWAMD),DA6001 , A CRITICAL AND PRACTICAL PERSPECTIVE ON IRISH DANCE PRACTICES,9,
Irish World Academy Of Music and Dance (IWAMD),DA6002 , CRITICAL ENCOUNTERS WITH IRISH TRADITIONAL DANCE,3,
Irish World Academy Of Music and Dance (IWAMD),DA6011 , FIELDWORK METHODS IN ETHNOCHOREOLOGY,9,
Irish World Academy Of Music and Dance (IWAMD),DA6021 , DANCE ETHNOGRAPHY,6,
Irish World Academy Of Music and Dance (IWAMD),DA6022 , CONTEMPORARY DANCE TECHNIQUES FOR PERFORMANCE 2,6,
Irish World Academy Of Music and Dance (IWAMD),DA6031 , CONTEMPORARY DANCE TECHNIQUES FOR PERFORMANCE 1,6,
Irish World Academy Of Music and Dance (IWAMD),DA6032 , EMBODYING IRISH DANCE PRACTICES 2,6,
Irish World Academy Of Music and Dance (IWAMD),DA6041 , EMBODYING IRISH DANCE PRACTICES 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD2001 , REFLECTIVE PRACTICE PORTFOLIO,6,
Irish World Academy Of Music and Dance (IWAMD),MD2002 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD2003 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD2004 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD2011 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD2012 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD2013 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD2014 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD2021 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD2022 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD2031 , PART,3,
Irish World Academy Of Music and Dance (IWAMD),MD4001 , PRACTICUM 1A,6,
Irish World Academy Of Music and Dance (IWAMD),MD4002 , PRACTICUM 2A,6,
Irish World Academy Of Music and Dance (IWAMD),MD4003 , PRACTICUM 3A ,6,
Irish World Academy Of Music and Dance (IWAMD),MD4004 , PRACTICUM 4A ,6,
Irish World Academy Of Music and Dance (IWAMD),MD4006 , PRACTICUM 5A MAIN PERFORMANCE INTEREST,6,
Irish World Academy Of Music and Dance (IWAMD),MD4007 , PRACTICUM 6A ,6,
Irish World Academy Of Music and Dance (IWAMD),MD4008 , PRACTICUM 7A MAIN PERFORMANCE INTEREST,6,
Irish World Academy Of Music and Dance (IWAMD),MD4011 , PRACTICUM 1B,6,
Irish World Academy Of Music and Dance (IWAMD),MD4012 , PRACTICUM 2B SECONDARY PERFORMANCE INTEREST,6,
Irish World Academy Of Music and Dance (IWAMD),MD4013 , PRACTICUM 3B ,6,
Irish World Academy Of Music and Dance (IWAMD),MD4014 , PRACTICUM 4B ,6,
Irish World Academy Of Music and Dance (IWAMD),MD4016 , PRACTICUM 5B ,6,
Irish World Academy Of Music and Dance (IWAMD),MD4017 , PRACTICUM 6B,6,
Irish World Academy Of Music and Dance (IWAMD),MD4018 , PRACTICUM 7B,6,
Irish World Academy Of Music and Dance (IWAMD),MD4021 , INTRO TO IRISH TRAD MUSIC AND DANCE STUDIES 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4022 , INTRO TO TRADITIONAL MUSIC AND DANCE STUDIES 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4023 , IRISH TRADITIONAL MUSIC AND DANCE STUDIES 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4024 , IRISH TRADITIONAL MUSIC AND DANCE STUDIES 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4026 , IRISH TRADITIONALMUSIC AND DANCE STUDIES 3,6,
Irish World Academy Of Music and Dance (IWAMD),MD4027 , IRISH TRADITIONAL MUSIC AND DANCE STUDIES 4,6,
Irish World Academy Of Music and Dance (IWAMD),MD4028 , IRISH TRADITIONAL MUSIC AND DANCE STUDIES 5,6,
Irish World Academy Of Music and Dance (IWAMD),MD4031 , CONTEXTUALISING AND VOCATIONAL STUDIES 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4032 , CONTEXTUALISING AND VOCATIONAL STUDIES 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4034 , CONTEXTUALISING AND VOCATIONAL STUDIES 3,6,
Irish World Academy Of Music and Dance (IWAMD),MD4036 , CONTEXTUALISING AND VOCATIONAL STUDIES 5,6,
Irish World Academy Of Music and Dance (IWAMD),MD4037 , CONTEXTUALISING AND VOCATIONAL STUDIES 6 ,6,
Irish World Academy Of Music and Dance (IWAMD),MD4038 , CONTEXTUALISING AND VOCATIONAL STUDIES 7,6,
Irish World Academy Of Music and Dance (IWAMD),MD4041 , PERFORMANCE STUDIES 1: AN INTRODUCTION,6,
Irish World Academy Of Music and Dance (IWAMD),MD4042 , PERFORMANCE STUDIES 2: RESEARCH METHODS,6,
Irish World Academy Of Music and Dance (IWAMD),MD4043 , PERFORMANCE STUDIES 3: INTRODUCTION TO RITUAL STUDIES,6,
Irish World Academy Of Music and Dance (IWAMD),MD4044 , TRAVELLER MUSIC STUDIES,6,
Irish World Academy Of Music and Dance (IWAMD),MD4046 , IMPROVISATION AND COMPOSITION (VOICE / MUSIC / DANCE),6,
Irish World Academy Of Music and Dance (IWAMD),MD4047 , PERFORMANCE STUDIES 5: INTERCULTURALISM AND PERFORMANCE / FYP,6,
Irish World Academy Of Music and Dance (IWAMD),MD4048 , PERFORMANCE STUDIES 6: PERFORMANCE STUDIES SEMINAR / FYP,6,
Irish World Academy Of Music and Dance (IWAMD),MD4051 , SOMATICS AND RITUAL PERFORMANCE 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4052 , NATIVE MUSIC AND DANCE TRADITIONS OF IRELAND,6,
Irish World Academy Of Music and Dance (IWAMD),MD4053 , SOMATICS AND RITUAL PERFORMANCE 3,6,
Irish World Academy Of Music and Dance (IWAMD),MD4054 , PERFORMANCE STUDIES 4: RITUAL STUDIES SEMINAR,6,
Irish World Academy Of Music and Dance (IWAMD),MD4056 , MUSIC THEORY AND PRACTICE SKILLS 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4057 , SOMATICS AND RITUAL PERFORMANCE 5,6,
Irish World Academy Of Music and Dance (IWAMD),MD4061 , VOICE AND DANCE SKILLS FOR PERFORMANCE 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4062 , SOMATICS AND RITUAL PERFORMANCE 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4063 , VOICE AND DANCE SKILLS FOR PERFORMANCE 3,6,
Irish World Academy Of Music and Dance (IWAMD),MD4064 , SOMATICS AND RITUAL PERFORMANCE 4,6,
Irish World Academy Of Music and Dance (IWAMD),MD4066 , ETHNOMUSICOLOGY AND ETHNOCHOREOLOGY WORLD MUSIC AND DANCE SURVEY / DIGITAL MEDIA TECHNOLGOY,6,
Irish World Academy Of Music and Dance (IWAMD),MD4067 , VOICE AND DANCE SKILLS FOR PERFORMANCE 5,6,
Irish World Academy Of Music and Dance (IWAMD),MD4068 , SOMATICS AND RITUAL PERFORMANCE 6,6,
Irish World Academy Of Music and Dance (IWAMD),MD4071 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 1",6,
Irish World Academy Of Music and Dance (IWAMD),MD4072 , VOICE AND DANCE SKILLS FOR PERFORMANCE 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4073 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 3",6,
Irish World Academy Of Music and Dance (IWAMD),MD4074 , VOICE AND DANCE SKILLS FOR PERFORMANCE 4,6,
Irish World Academy Of Music and Dance (IWAMD),MD4076 , SOMATICS AND PERFORMANCE PRACTICE,6,
Irish World Academy Of Music and Dance (IWAMD),MD4077 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 5",6,
Irish World Academy Of Music and Dance (IWAMD),MD4078 , VOICE AND DANCE SKILLS FOR PERFORMANCE 6,6,
Irish World Academy Of Music and Dance (IWAMD),MD4081 , Irish Music and Dance Studies,6,
Irish World Academy Of Music and Dance (IWAMD),MD4082 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 2",6,
Irish World Academy Of Music and Dance (IWAMD),MD4083 , ETHNOMUSICOLOGY AND ETHNOCHOREOLOGY THEORY AND PRACTICE,6,
Irish World Academy Of Music and Dance (IWAMD),MD4084 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 4",6,
Irish World Academy Of Music and Dance (IWAMD),MD4086 , VOICE AND DANCE SKILLS,6,
Irish World Academy Of Music and Dance (IWAMD),MD4087 , ADVANCED ENSEMBLE,6,
Irish World Academy Of Music and Dance (IWAMD),MD4088 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 6",6,
Irish World Academy Of Music and Dance (IWAMD),MD4091 , Irish World Academy Practicum C1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4092 , Irish World Academy Practicum C3,6,
Irish World Academy Of Music and Dance (IWAMD),MD4093 , CLASSICAL MUSIC STUDIES,6,
Irish World Academy Of Music and Dance (IWAMD),MD4094 ," MUSIC, LANGUAGE, SIGN AND TEXT",6,
Irish World Academy Of Music and Dance (IWAMD),MD4096 , CONTEMPORARY MUSIC AND DANCE REPERTOIRES,6,
Irish World Academy Of Music and Dance (IWAMD),MD4097 , COMPOSITION AND ARRANGEMENT IN IRISH TRADITIONAL MUSIC 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4098 , COMPOSITION AND ARRANGEMENT IN IRISH TRADITIONAL MUSIC 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4101 , PERFORMANCE 1A,6,
Irish World Academy Of Music and Dance (IWAMD),MD4102 , PERFORMANCE 2A,6,
Irish World Academy Of Music and Dance (IWAMD),MD4103 , PERFORMANCE 3A,6,
Irish World Academy Of Music and Dance (IWAMD),MD4104 , MUSIC THEORY AND PRACTICE SKILLS 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4106 , PERFORMANCE 5A,6,
Irish World Academy Of Music and Dance (IWAMD),MD4107 , VOCAL HYGIENE AND PEDAGOGY,6,
Irish World Academy Of Music and Dance (IWAMD),MD4108 , CHOREOGRAPHIC SKILLS 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4111 , Irish World Academy Practicum C2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4112 , Irish World Academy Practicum C4,6,
Irish World Academy Of Music and Dance (IWAMD),MD4113 , PERFORMING ARTS TECHNOLOGY,6,
Irish World Academy Of Music and Dance (IWAMD),MD4114 , CRITICAL ENCOUNTERS WITH GLOBAL POP,6,
Irish World Academy Of Music and Dance (IWAMD),MD4116 , IRISH WORLD ACADEMY PRACTICUM C5,6,
Irish World Academy Of Music and Dance (IWAMD),MD4117 , PROFESSIONAL SKILLS / FINAL YEAR VOCATIONAL PROJECT,6,
Irish World Academy Of Music and Dance (IWAMD),MD4118 , PERFORMANCE 7A,6,
Irish World Academy Of Music and Dance (IWAMD),MD4121 , INTRODUCTION TO VERTICAL DANCE AND WALL RUNNING,6,
Irish World Academy Of Music and Dance (IWAMD),MD4122 , AERIAL DANCE CREATIVE LAB,6,
Irish World Academy Of Music and Dance (IWAMD),MD4123 , DANCE STUDIES 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4124 , PERFORMANCE 4A,6,
Irish World Academy Of Music and Dance (IWAMD),MD4127 , MOVEMENTS AND SOUNDS OF NORTH AMERICAN PERCUSSIVE DANCE AND MUSIC TRADITIONS,6,
Irish World Academy Of Music and Dance (IWAMD),MD4128 , IRISH WORLD ACADEMY PRACTICUM C7,6,
Irish World Academy Of Music and Dance (IWAMD),MD4131 , HIP,6,DANCE ELECTIVE 1
Irish World Academy Of Music and Dance (IWAMD),MD4132 , HIP,6,
Irish World Academy Of Music and Dance (IWAMD),MD4134 , EXPERIENTIAL ANATOMY AND MOVEMENT ANALYSIS,6,
Irish World Academy Of Music and Dance (IWAMD),MD4137 , PERFORMANCE 6A,6,
Irish World Academy Of Music and Dance (IWAMD),MD4138 , IRISH WORLD ACADEMY FINAL YEAR PROJECT 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4141 , IRISH DANCE PERFORMANCE SKILLS,6,
Irish World Academy Of Music and Dance (IWAMD),MD4142 , IRISH DANCE PERFORMANCE SKILLS 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD4147 , IRISH WORLD ACADEMY PRACTICUM C6,6,
Irish World Academy Of Music and Dance (IWAMD),MD4148 , DANCE PEDAGOGY,6,
Irish World Academy Of Music and Dance (IWAMD),MD4157 , IRISH WORLD ACADEMY FINAL YEAR PROJECT 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD4207 , HIGH LONESOME: SOUNDS AND NARRATIVES OF COUNTRY MUSIC,6,
Irish World Academy Of Music and Dance (IWAMD),MD5501 , IRISH WORLD ACADEMY OF MUSIC AND DANCE AUTUMN ELECTIVE,6,
Irish World Academy Of Music and Dance (IWAMD),MD5512 , IRISH WORLD ACADEMY OF MUSIC AND DANCE SPRING ELECTIVE,6,
Irish World Academy Of Music and Dance (IWAMD),MD5522 , FINAL PRESENTATION,30,
Irish World Academy Of Music and Dance (IWAMD),MD5532 , MUSIC THERAPY FINAL PROJECT,12,
Irish World Academy Of Music and Dance (IWAMD),MD6011 , IRISH WORLD ACADEMY INDEPENDENT STUDY 1,9,
Irish World Academy Of Music and Dance (IWAMD),MD6021 , INTRODUCTION TO FIELDWORK TECHNIQUES,3,
Irish World Academy Of Music and Dance (IWAMD),MD6031 , MEDIA TECHNOLOGIES FOR PERFORMING ARTS & ARTS RESEARCH,3,
Irish World Academy Of Music and Dance (IWAMD),MD6032 , IRISH WORLD ACADEMY INDEPENDENT STUDY 2,9,
Irish World Academy Of Music and Dance (IWAMD),MD6041 , INTRODUCTION TO RITUAL STUDIES,3,
Irish World Academy Of Music and Dance (IWAMD),MD6042 , CURRENT ISSUES IN ETHNOCHOREOLOGY,12,
Irish World Academy Of Music and Dance (IWAMD),MD6051 , INDEPENDENT STUDY 1,3,
Irish World Academy Of Music and Dance (IWAMD),MD6052 , INDEPENDENT STUDY 2,3,
Irish World Academy Of Music and Dance (IWAMD),MD6061 , INTRODUCTION TO SOMATICS,3,
Irish World Academy Of Music and Dance (IWAMD),MD6062 , CRITICAL CONTEXTS FOR ARTS MANAGEMENT AND CULTURAL POLICY,3,
Irish World Academy Of Music and Dance (IWAMD),MD6071 , WRITING AND THE DOCUMENTATION OF ARTS PRACTICE 1,3,
Irish World Academy Of Music and Dance (IWAMD),MD6072 , WRITING AND THE DOCUMENTATION OF ARTS PRACTICE 2,3,
Irish World Academy Of Music and Dance (IWAMD),MD6081 , CRITICAL ENGAGEMENTS WITH IRISH TRADITIONAL MUSIC,3,
Irish World Academy Of Music and Dance (IWAMD),MD6082 , CHOREOGRAPHY,3,CAMERA
Irish World Academy Of Music and Dance (IWAMD),MD6091 , PROFESSIONAL DEVELOPMENT FOR THE PERFORMING ARTS,3,
Irish World Academy Of Music and Dance (IWAMD),MD6092 , INTRODUCTION TO SOMATICS 2,3,
Irish World Academy Of Music and Dance (IWAMD),MD6101 , INTERDISCIPLINARY IMPROVISATION,3,
Irish World Academy Of Music and Dance (IWAMD),MD6102 , COLLOQUIUM 2,3,
Irish World Academy Of Music and Dance (IWAMD),MD6111 , COLLOQUIUM 1,3,
Irish World Academy Of Music and Dance (IWAMD),MD6112 , INTRODUCTION TO CURATING PERFORMANCE,3,
Irish World Academy Of Music and Dance (IWAMD),MD6121 , FESTIVAL DEVELOPMENT AND PRODUCTION,3,
Irish World Academy Of Music and Dance (IWAMD),MD6122 , INTRODUCTION TO CULTURE AND PERFORMANCE,3,
Irish World Academy Of Music and Dance (IWAMD),MD6131 , INTRODUCTION TO LOCAL AND GLOBAL FESTIVITY,6,
Irish World Academy Of Music and Dance (IWAMD),MD6132 , ADVANCED RITUAL STUDIES,6,
Irish World Academy Of Music and Dance (IWAMD),MD6141 , RESEARCH AND DISCOVERY FOR FESTIVAL STUDIES,6,
Irish World Academy Of Music and Dance (IWAMD),MD6142 ," MATERIALS, METHODS & CONTEXT FOR WESTERN CHANT 2",6,
Irish World Academy Of Music and Dance (IWAMD),MD6151 ," MATERIALS, METHODS & CONTEXT FOR WESTERN CHANT 1",6,
Irish World Academy Of Music and Dance (IWAMD),MD6152 , FRAMING IRISH MUSIC: SOURCES AND DISCOURSES 2,9,
Irish World Academy Of Music and Dance (IWAMD),MD6161 , IRISH TRADITIONAL MUSIC PERFORMANCE RESEARCH SEMINAR,3,
Irish World Academy Of Music and Dance (IWAMD),MD6162 , INTERDISCIPLINARY PRACTICE,3,
Irish World Academy Of Music and Dance (IWAMD),MD6171 , FRAMING IRISH MUSIC: SOURCES AND DISCOURSES 1,9,
Irish World Academy Of Music and Dance (IWAMD),MD6172 , PERFORMANCE AND MEDIA TECHNOLOGIES FOR SONGWRITERS,3,
Irish World Academy Of Music and Dance (IWAMD),MD6181 , SONGWRITING STYLE AND CONTEXT 1,3,
Irish World Academy Of Music and Dance (IWAMD),MD6182 , PROMOTION AND DISSEMINATION FOR SONGWRITERS,3,
Irish World Academy Of Music and Dance (IWAMD),MD6191 , SONGWRITING PROCESS 1,12,
Irish World Academy Of Music and Dance (IWAMD),MD6192 , SONGWRITING PROCESS 2,12,
Irish World Academy Of Music and Dance (IWAMD),MD6201 , INSTRUMENTAL SKILLS FOR SONGWRITERS,3,
Irish World Academy Of Music and Dance (IWAMD),MD6202 , SONGWRITING STYLE AND CONTEXT 2,3,
Irish World Academy Of Music and Dance (IWAMD),MD6211 , IRISH WORLD ACADEMY ENSEMBLES,3,
Irish World Academy Of Music and Dance (IWAMD),MD6212 , INTER,12,
Irish World Academy Of Music and Dance (IWAMD),MD6221 , APPLIED MUSIC THEORY FOR SONGWRITERS,3,
Irish World Academy Of Music and Dance (IWAMD),MD6222 , PEER FORUM 2,3,
Irish World Academy Of Music and Dance (IWAMD),MD6231 , WORKSHOP IN CREATIVE MUSIC PRACTICE,12,
Irish World Academy Of Music and Dance (IWAMD),MD6232 , PERFORMANCE PRACTICE 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD6241 , PEER FORUM 1,3,
Irish World Academy Of Music and Dance (IWAMD),MD6242 , IMPROVISATION,6,
Irish World Academy Of Music and Dance (IWAMD),MD6251 , PERFORMANCE PRACTICE 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD6252 , MAKING MUSIC FOR STRINGS,6,
Irish World Academy Of Music and Dance (IWAMD),MD6261 , CREATING FOR THE VOICE,6,
Irish World Academy Of Music and Dance (IWAMD),MD6271 , COMPOSING TRADITIONS,6,
Irish World Academy Of Music and Dance (IWAMD),MD6281 , MEDIA AND MUSIC TECHNOLOGIES FOR MUSIC THERAPY,3,
Irish World Academy Of Music and Dance (IWAMD),MD6291 , RESEARCH THROUGH PERFORMANCE IN IRISH TRADITIONAL MUSIC 1,9,
Irish World Academy Of Music and Dance (IWAMD),MD6292 , RESEARCH THROUGH PERFORMANCE IN IRISH TRADITIONAL MUSIC 2,9,
Irish World Academy Of Music and Dance (IWAMD),MD8001 , ARTS PRACTICE RESEARCH 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD8002 , ARTS PRACTICE RESEARCH 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD8003 , ARTS PRACTICE ENCOUNTERS,6,
Irish World Academy Of Music and Dance (IWAMD),MD8004 , IWA SPECIALIST ELECTIVE 4,12,
Irish World Academy Of Music and Dance (IWAMD),MD8011 , CREATIVE PROCESS 1,6,
Irish World Academy Of Music and Dance (IWAMD),MD8012 , CREATIVE PROCESS 2,6,
Irish World Academy Of Music and Dance (IWAMD),MD8013 , IWA SPECIALIST ELECTIVE 3,12,
Irish World Academy Of Music and Dance (IWAMD),MD8021 , IWA SPECIALIST ELECTIVE 1,12,
Irish World Academy Of Music and Dance (IWAMD),MD8022 , IWA SPECIALIST ELECTIVE 2,12,
Irish World Academy Of Music and Dance (IWAMD),MD8023 , ARTS PRACTICE PORTFOLIO,18,
Irish World Academy Of Music and Dance (IWAMD),MD8031 , DOCUMENTATION OF PRACTICE IN IRISH MUSIC 1,9,
Irish World Academy Of Music and Dance (IWAMD),MD8032 , DOCUMENTATION OF PRACTICE IN IRISH MUSIC 2,9,
Irish World Academy Of Music and Dance (IWAMD),MD8041 , CREATIVE PROCESS AND IMMERSIVE PRACTICE 1,9,
Irish World Academy Of Music and Dance (IWAMD),MD8042 , CREATIVE PROCESS AND IMMERSIVE PRACTICE 2,12,
Irish World Academy Of Music and Dance (IWAMD),MU4000 , BLAS SUMMER SCHOOL,6,
Irish World Academy Of Music and Dance (IWAMD),MU4001 , CRITICAL ENCOUNTERS WITH IRISH MUSIC AND DANCE,6,
Irish World Academy Of Music and Dance (IWAMD),MU4002 , CRITICAL ENCOUNTERS WITH POPULAR MUSIC AND DANCE,6,
Irish World Academy Of Music and Dance (IWAMD),MU4003 , MUSIC SIGHT READING PROFICIENCY 1,3,
Irish World Academy Of Music and Dance (IWAMD),MU4004 , MATERIALS AND CONTEXT FOR VOCAL PERFORMANCE,6,
Irish World Academy Of Music and Dance (IWAMD),MU4007 , PROFESSIONAL SKILLS FOR THE PERFORMING ARTIST,6,
Irish World Academy Of Music and Dance (IWAMD),MU4008 , SPECIAL TOPICS IN ETHNOMUSICOLOGY,6,
Irish World Academy Of Music and Dance (IWAMD),MU4011 , CRITICAL ENCOUNTERS WITH WORLD MUSIC AND DANCE,6,
Irish World Academy Of Music and Dance (IWAMD),MU4012 , CRITICAL ENCOUNTERS WITH WESTERN ART MUSIC AND DANCE,6,
Irish World Academy Of Music and Dance (IWAMD),MU4013 , RESEARCH SKILLS: ETHNOMUSICOLOGY/ETHNOCHOREOLOGY/ARTS PRACTICE,6,
Irish World Academy Of Music and Dance (IWAMD),MU4017 , SECOND INSTRUMENT STUDIES ONE,6,
Irish World Academy Of Music and Dance (IWAMD),MU4018 , SECOND INSTRUMENT STUDIES TWO,6,
Irish World Academy Of Music and Dance (IWAMD),MU4021 , INTRODUCTION TO SONGWRITING,6,
Irish World Academy Of Music and Dance (IWAMD),MU4022 , INTRODUCTION TO SONGWRITING 2,6,
Irish World Academy Of Music and Dance (IWAMD),MU4023 , VOICE STUDIES: HISTORICAL AND CROSS CULTURAL PERSPECTIVES,6,
Irish World Academy Of Music and Dance (IWAMD),MU4027 , INTERDISCIPLINARY IMPROVISATION 1,6,
Irish World Academy Of Music and Dance (IWAMD),MU4028 , INTERDISCIPLINARY IMPROVISATION AND COMPOSITION 2,6,
Irish World Academy Of Music and Dance (IWAMD),MU4033 , WORLD MUSIC AND DANCE SURVEY 1,6,
Irish World Academy Of Music and Dance (IWAMD),MU4034 , DANCE IN HEALTH 1,6,
Irish World Academy Of Music and Dance (IWAMD),MU4043 , VOCAL PEDAGOGY,6,
Irish World Academy Of Music and Dance (IWAMD),MU4053 , MUSIC COMPOSITION 1,6,
Irish World Academy Of Music and Dance (IWAMD),MU4054 , MUSIC COMPOSITION 2,6,
Irish World Academy Of Music and Dance (IWAMD),MU4063 , SELF,6,
Irish World Academy Of Music and Dance (IWAMD),MU4073 , CROSS,6,
Irish World Academy Of Music and Dance (IWAMD),MU4074 , CROSS,6,
Irish World Academy Of Music and Dance (IWAMD),MU4076 , CROSS,6,
Irish World Academy Of Music and Dance (IWAMD),MU4083 , SECOND INSTRUMENT STUDIES THREE,6,
Irish World Academy Of Music and Dance (IWAMD),MU4084 , SECOND INSTRUMENT STUDIES FOUR,6,
Irish World Academy Of Music and Dance (IWAMD),MU4093 , AERIAL DANCE 1,6,
Irish World Academy Of Music and Dance (IWAMD),MU4094 , AERIAL DANCE 2,6,
Irish World Academy Of Music and Dance (IWAMD),MU4106 , ARTS AND HEALTH,6,
Irish World Academy Of Music and Dance (IWAMD),MU4135 , IRISH TRADITIONAL MUSIC 1,6,
Irish World Academy Of Music and Dance (IWAMD),MU4136 , IRISH TRADITIONAL MUSIC 2,6,
Irish World Academy Of Music and Dance (IWAMD),MU5001 , PEDAGOGY (MUSIC),6,
Irish World Academy Of Music and Dance (IWAMD),MU5003 ," TECHNIQUE, REPERTOIRE AND STYLE ",12,
Irish World Academy Of Music and Dance (IWAMD),MU5004 , MUSIC THERAPY FIELDWORK PRACTICE 3,12,
Irish World Academy Of Music and Dance (IWAMD),MU5011 , PRACTICAL SKILLS OF MUSIC,6,
Irish World Academy Of Music and Dance (IWAMD),MU5012 , METHODS IN ETHNOMUSICOLOGY,12,
Irish World Academy Of Music and Dance (IWAMD),MU5022 , THE ANTHROPOLOGY OF MUSIC,12,
Irish World Academy Of Music and Dance (IWAMD),MU5023 , MUSIC THERAPY FIELDWORK PRACTICE 2,12,
Irish World Academy Of Music and Dance (IWAMD),MU5031 , PROCESSES OF CHANGE IN IRISH TRADITIONAL MUSIC,6,
Irish World Academy Of Music and Dance (IWAMD),MU5032 , WORLD MUSIC SURVEY,12,
Irish World Academy Of Music and Dance (IWAMD),MU5033 , MUSIC THERAPY PRACTICE 2,12,
Irish World Academy Of Music and Dance (IWAMD),MU5043 , MUSIC THERAPY PROJECT 1,6,
Irish World Academy Of Music and Dance (IWAMD),MU5053 , ENSEMBLE 3,12,
Irish World Academy Of Music and Dance (IWAMD),MU5062 , MUSIC THERAPY FIELDWORK PRACTICE 1,12,
Irish World Academy Of Music and Dance (IWAMD),MU5071 , INTRODUCTION TO RESEARCH METHODS,12,
