,,
Module Code , Title,Credits
EN4042 , PROFESSIONAL DIGITAL COMPETENCE FOR TEACHING,6
EN4043 , UNDERSTANDING CLASSROOM PRACTICES,6
EN4044 , SUBJECT PEDAGOGY 1 (COMPUTER SCIENCE AND MATHS),6
EN4045 , DIVERSITY AND SOCIAL JUSTICE IN EDUCATION: SOCIOLOGICAL PERSPECTIVES,6
EN4046 , DIVERSITY OF LEARNERS: INCLUSION AND SPECIAL EDUCATIONAL NEEDS,6
EN4051 , CONTEMPORARY UNDERSTANDINGS ON EDUCATION: PHILOSOPHICAL PERSPECTIVES,6
EN4052 , UNDERSTANDING YOUNG PEOPLE AND HOW THEY LEARN: PSYCHOLOGICAL PERSPECTIVES,6
EN4053 , SUBJECT PEDAGOGY 1 (COMPUTER SCIENCE),3
EN4054 , UNDERSTANDING CLASSROOM AND SCHOOL PRACTICES,6
EN4056 , SUBJECT PEDAGOGY 2 (COMPUTER SCIENCE),3
EN4063 , SUBJECT PEDAGOGICS 1 (MATHEMATICS),3
EN4066 , SUBJECT PEDAGOGY 2 (MATHEMATICS),3
EN4076 , SUBJECT PEDAGOGICS 2 (ENGLISH),3
EN4083 , SUBJECT PEDAGOGICS 1 (ENGLISH),3
EN4108 , DIVERSITY AND EQUALITY IN EDUCATIONAL PRACTICE,6
EN4438 , INCLUDING CHILDREN WITH SPECIAL NEEDS IN THE EARLY YEARS,6
EN4447 , THE EARLY YEARS: HISTORICAL AND PHILOSOPHICAL PERSPECTIVES AND ANALYSIS,6
EN4703 , Scríobh agus Labhairt na Gaeilge 1,2
EN4731 ," Teaching Studies 1: Introduction to Music, Visual Art, Drama, and Physical Education",6
EN4732 ," Teaching Studies 3: Music, Visual Art, Drama, and Physical Education",6
EN4741 ," Teaching Studies 2: Introduction to English Language, SESE/SPHE, Múineadh na Gaeilge, Religious Ed. and Mathematics Ed.",6
EN4742 ," Teaching Studies 4: English Language, SESE/SPHE, Múineadh na Gaeilge, Religious Ed. and Mathematics Ed.",6
EN4754 ," Teaching Studies 8: Early Primary Education, Religious Education, SESE and SPHE",6
EN4756 , Elective in Education,6
EN4763 ," Teaching Studies 5: Early Primary Education (Inclusive Methodology, English, Mathematics, SESE & Visual Arts Education)",6
EN4764 ," Teaching Studies 9: Theoretical and practical issues in the teaching of English, Gaeilge, Drama and Visual Arts",6
EN4766 , Foundation Studies in Education and Society 3,6
EN4773 ," Teaching Studies 6: Pedagogy of English Language, Múineadh na Gaeilge, ICT, Geography, Science and Religious Education",6
EN4774 , Foundation Studies in Education and Society 2,6
EN4776 , Foundation Studies in Education and Society 4,6
EN4783 , Foundation Studies in Education and Society 1,6
EN4786 , Scríobh agus Labhairt na Gaeilge 2,2
EN4793 ," Teaching Studies 7: Pedagogy of Mathematics, Music, and Physical Education",6
EN4796 , Foundation Studies in Education and Society 2,2
EN4901 , GEOGRAPHY OF DEVELOPMENT,6
EN4902 , REGIONAL GEOGRAPHY,6
EN4903 , SOCIAL AND URBAN GEOGRAPHY,6
EN4906 , ECONOMIC GEOGRAPHY,6
EN4908 , HISTORICAL/CULTURAL GEOGRAPHY OF MODERN IRELAND,6
EN4911 , INTRODUCTION TO HUMAN GEOGRAPHY,6
EN5001 , PREPARATION FOR TEACHING PRACTICE 1,6
EN5002 , CURRICULUM STUDIES,6
EN5003 , SUBJECT PEDAGOGICS 1,6
EN5004 , SUBJECT PEDAGOGICS 2,6
EN5005 , PEDAGOGY AND RESEARCH IN MATHEMATICS EDUCATION,9
EN5011 , PREPARATION FOR TEACHING PRACTICE 2,6
EN5013 , FRAMEWORKS FOR MENTORING,6
EN5014 , IN,6
EN5021 , SUBJECT PEDAGOGICS,6
EN5022 , SCHOOL BASED ENQUIRY (PROFESSIONAL PRACTICE),6
EN5023 , PROJECT 2,6
EN5024 , PROJECT 1,6
EN5031 , SECRETARIAL STUDIES 1,6
EN5032 , SECRETARIAL STUDIES 2,6
EN5033 , ICT IN TECHNOLOGY EDUCATION,6
EN5043 , PROJECT 2,6
EN5053 , ACTION RESEARCH,9
EN5062 ," CURRICULUM DESIGN, IMPLEMENTATION AND EVALUATION",6
EN5072 ," TEACHING, LEARNING AND ASSESSMENT IN HIGHER EDUCATION",9
EN5082 , INNOVATION FOR LEARNING,9
EN5092 , IN,6
EN5101 , PRINCIPLES AND PRACTICES OF RES: QUANT AND QUAL METHOD,6
EN5103 , ACADEMIC WRITING 1,6
EN5104 , RESEARCH METHODS IN PSYCHOTHERAPY,6
EN5110 , THERAPIST FACTORS IN PSYCHOTHERAPY,6
EN5113 ," PROFESSIONAL AND ORGANISATIONAL ISSUES, AND PSYCHOSOCIAL CRISIS",6
EN5114 , ADVANCED THERAPIST FACTORS IN PSYCHOTHERAPY,6
EN5120 , CLIENT FACTORS THAT INFLUENCE THERAPY ,6
EN5121 , MENTORING IN PRACTICE,9
EN5123 , CLIENT FACTORS IN PSYCHOTHERAPY,6
EN5151 , THERAPEUTIC RELATIONSHIP 1,6
EN5161 , THERAPEUTIC GROUP PROCESS 1,6
EN5171 ," LEARNING, RELATIONSHIP AND COMMUNICATION",6
EN5181 , PREPARATION FOR SCHOOL PLACEMENT,6
EN5182 , THERAPEUTIC RELATIONSHIPS 2,6
EN5191 , BUSINESS TEACHING 1,6
EN5192 , THERAPEUTIC GROUP PROCESS 2,6
EN5211 , LEADING LEARNING AND TEACHING IN THE IRISH CONTEXT,12
EN5221 , PROFESSIONAL GROWTH AND DEVELOPMENT,9
EN5231 , LEADING SCHOOL DEVELOPMENT: CONTINUITY CHANGE AND CAPACITY BUILDING,9
EN5232 , TEACHING LEARNING AND ASSESSMENT IN TECHNOLOGY EDUCATION,6
EN5241 ," BUILDING CULTURE, CAPACITY AND TEAMS",12
EN5242 ," CURRICULUM, POLICY AND REFORM STUDIES",6
EN5251 , DEVELOPING LEADERSHIP CAPACITY,12
EN5252 ," EDUCATION HISTORY, POLICY AND CONTEMPORARY ISSUES",6
EN5261 , MANAGING THE ORGANISATION,9
EN5262 , TEACHER AS PROFESSIONAL,6
EN5272 , BUSINESS TEACHING 2,6
EN5282 , PROFESSIONAL INQUIRY IN MATHEMATICS EDUCATION,6
EN5292 , LEADING SCHOOL DEVELOPMENT,9
EN5301 , THE SOCIAL CONTEXT OF HIGHER EDUCATION,6
EN5303 , RESEARCH IN ACADEMIC PRACTICE,9
EN5310 , RESEARCH METHODS AND INFORMATION TECHNOLOGY,3
EN5311 , COUNSELLING THEORY AND PRACTICE 1,6
EN5312 , THEORIES AND SKILLS OF EXPERIENTIAL GRP PROCESSES,6
EN5313 , COUNSELLING THEORY AND PRACTICE 2,6
EN5320 , THEORY AND PRACTICE OF PSYCHOLOGICAL TESTING,6
EN5321 , Guidance in Adult and Continuing Education,6
EN5322 , LEADING SCHOOL TRANSFORMATION: LOOKING IN OUR SCHOOLS,9
EN5323 , EDUC AND PROFESSIONAL ISSUES IN GUIDANCE COUNSELLING,6
EN5331 , THE PSYCHOLOGY OF HUMAN DEVELOPMENT,6
EN5332 , MENTORING AND COACHING,9
EN5334 , PROJECT,9
EN5400 , WORK SHADOWING,6
EN5401 , PROGRAMME DEVELOPMENT AND IMPLEMENTATION,6
EN5402 , RESEARCH METHODS 1,6
EN5403 ," THE MANAGEMENT, MEANING AND EVALUATION OF CHANGE",6
EN5410 , PROJECT 2 ED/ PROMOTION,9
EN5411 , THEORIES AND PRINCIPLES OF HEALTH EDUCATION/PROMOTIO,6
EN5412 , STRATEGIES FOR HEALTH AND SOCIAL GAIN,6
EN5413 , KEY THEMES AND ISSUES IN HEALTH PROMOTION/EDUCATION,6
EN5423 , PROJECT 1 ED/PROMOTION,9
EN5501 , THE THEORY OF EXISTENTIAL/PHENOMENOLOGICAL PSYCH,6
EN5502 , THE PRACTICE OF EXISTENTIAL/PHENOMENOLOGICAL PSYCO,6
EN5503 , GESTALT THERAPY,6
EN5504 , THE PSYCHOLOGY OF HUMAN DEVELOPMENT,6
EN5505 , CLINICAL AND PROFESSIONAL ISSUES IN PSYCHOTHERAPY,6
EN5506 , HISTORY OF PSYCHOTHERAPY ,6
EN5511 , THE PRACTICE OF EXISTENTIAL PSYCHOTHERAPY,6
EN5512 , GROUP THERAPY 1,6
EN5513 , GROUP THERAPY 2,6
EN5514 , GESTALT THERAPY PRACTICE 1,6
EN5515 , PROFESSIONAL PLACEMENT MODULE 1,6
EN5516 , PROFESSIONAL PLACEMENT MODULE 2,6
EN5522 , PSYCHOTHERAPEUTIC ISSUES;SEXUALITY/ILLNESS/DYING,6
EN5524 , GESTALT THERAPY PRACTICE 2,6
EN5526 , Transpersonal Psychology and Body Pyschotherapy,6
EN5601 , ACADEMIC WRITING 2,9
EN5602 , PROJECT 1,6
EN5603 , PROJECT 2,6
EN5612 , APPLICATION OF ICT TO TEACHING AND LEARNING,6
EN5621 , RECONCEPTUALISING TEACHING AND LEARNING,6
EN5622 , ICT IN THE SCHOOL,6
EN5631 , RESEARCH METHODS 1,6
EN5633 , MANAGEMENT OF A LOCAL AREA NETWORK (LAN) IN SCHOOL,6
EN5701 ," ACADEMIC PORTFOLIO: TEACHING, LEARNING AND RESEARCH",15
EN5770 , Tumoideachas: Comhthathú Teanga agus Ábhair,6
EN5773 , Teaching Learning and Assessment,9
EN5774 , Reflective and Professional Practice,6
EN5775 , Collaborative Action Research,9
EN5776 , Innovation in Science Teaching,6
EN5777 , Play and Young Children's Learning,6
EN5778 , ICT: Teaching and Learning,6
EN5779 , Learning through Mentoring,6
EN5783 ," Curriculum Research, Theory and Practice",9
EN5784 , Leadership and Learning,6
EN5785 , Teacher Research in Professional Studies,9
EN5786 , Verbal Interactions and Professional Learning,6
EN6006 , DISSERTATION 2,15
EN6010 , RESEARCH METHODS 1,6
EN6014 , DISSERTATION 2,12
EN6015 , PRACTICUM 2: PRACTICE PLACEMENT,6
EN6020 , EXPLORING EDUCATIONAL LEADERSHIP,6
EN6021 , PROJECT 1 GRAD DIP/MASTERS EDUC MANAGEMENT,6
EN6022 , PROJECT 2 GRAD DIP/MASTERS EDUC MANAGEMENT,12
EN6023 , DISSERTATION 2,24
EN6024 , PROFESSIONAL PLACEMENT 4,6
EN6030 , THERAPEUTIC RELATIONSHIP ,3
EN6031 ," TEACHING, LEARNING AND THEIR MILIEU",6
EN6033 , DISSERTATION 2,6
EN6034 , PRACTICUM 2: EDUCATIONAL PRACTICE PLACEMENT,3
EN6043 , DISSERTATION 1,9
EN6044 , DISSERTATION 1,12
EN6051 , THE REFLECTIVE PORTFOLIO AND TEACHER PROFESSIONAL DEVELOPMENT: TEACHING AND LEARNING,9
EN6053 , PROFESSIONAL PLACEMENT 3,6
EN6054 , CURRICULUM POLICY AND REFORM,6
EN6061 , KEY ISSUES IN EDUCATION,6
EN6062 , EDUCATIONAL LEADERSHIP: MACRO PERSPECTIVES,6
EN6063 ," SUSTAINABLE LEADERSHIP: DYNAMICS, RESOURCES, RESILIENCE",9
EN6064 ," HISTORY, POLICY AND CONTEMPORARY ISSUES IN EDUCATION",6
EN6071 , POLICY AND PRACTICE OF MENTORING,12
EN6072 , THE REFLECTIVE PORTFOLIO AND EDUCATIONAL LEADERSHIP: SCHOOL LEADERSHIP,9
EN6073 , BUILDING LEADERSHIP CAPACITY THROUGH COACHING AND MENTORING,12
EN6074 , RESEARCH AND PRACTICE PORTFOLIO,3
EN6081 , RESEARCH METHODS IN PSYCHOTHERAPY 2,6
EN6082 , DISSERTATION 1,12
EN6083 , DISSERTATION 2,12
EN6084 , TEACHER AS A PROFESSIONAL PRACTITIONER,3
EN6091 , ADVANCED RESEARCH METHODS,6
EN6092 , PSYCHOTHERAPY INTEGRATION,6
EN6093 , CONTEMPORARY PERSPECTIVES ON VOCATIONAL DEVELOPMENT AND PROGRESSION ACROSS THE LIFESPAN,6
EN6094 , REPORTING EDUCATIONAL RESEARCH,6
EN6103 , RESEARCH METHODS,6
EN6104 , BUSINESS EDUCATION 2,6
EN6111 , ADVANCED COUNSELLING THEORY AND PRACTICE,6
EN6112 , DISSERTATION 1,15
EN6113 , DISSERTATION 2,15
EN6114 , COUNSELLING THEORY AND PRACTICE 2,9
EN6121 , PRACTICUM 1:CRITICAL PERSPECTIVES IN GUIDANCE COUNSELLING,6
EN6122 , PRACTICUM 2: CASE STUDY,6
EN6123 , GUIDANCE PLANNING IN A VARIETY OF SETTINGS,6
EN6124 , PRACTICUM 1: PRACTICE PLACEMENT,6
EN6131 , DISSERTATION 1 (ICT IN EDUCATION),6
EN6132 , DISSERTATION 2 (ICT IN EDUCATION),6
EN6133 , PRACTICUM 1: EDUCATIONAL PRACTICE PLACEMENT,3
EN6134 , CURRICULUM AND PROFESSIONAL AGENCY,6
EN6141 , PROFESSIONAL PRACTICE IN GUIDANCE COUNSELLING,6
EN6142 , THEORY AND SKILLS OF EXPERIENTIAL GROUP LEARNING,6
EN6143 , DISSERTATION 2,18
EN6144 , SOCIOLOGICAL PERSPECTIVES ON DIVERSITY AND SOCIAL JUSTICE IN SCHOOLS AND SOCIETY,6
EN6151 , BECOMING A TEACHER: IDENTITY AND AGENCY,6
EN6152 , UNDERSTANDING TEACHING AND LEARNING,3
EN6153 , UNDERSTANDING SCHOOLS,3
EN6154 , HISTORY AND POLICY OF EDUCATION IN CONTEXT,6
EN6161 , UNDERSTANDING LEARNING,6
EN6162 , SCHOOL PLACEMENT 1,18
EN6163 , SCHOOL PLACEMENT 2,18
EN6171 , PLANNING FOR SCHOOL PLACEMENT,6
EN6172 , BUSINESS PEDAGOGY 2,3
EN6173 , BUSINESS PEDAGOGY 3,3
EN6181 , BUSINESS EDUCATION 1,6
EN6182 , SCHOOL PLACEMENT 1,18
EN6183 , UNDERSTANDING SCHOOLS,6
EN6191 , BUSINESS PEDAGOGY 1,6
EN6192 , THEORY AND SKILLS OF EXPERIENTIAL GROUP LEARNING,9
EN6193 , SCHOOL PLACEMENT 2,18
EN6201 , DISSERTATION 1,12
EN6202 , DISSERTATION 2,27
EN6203 , TEACHER AS RESEARCHER 1,6
EN6204 , TEACHER AS RESEARCHER 2,6
EN6210 , RESEARCH METHODS 2,6
EN6212 , DISSEMINATION OF RESEARCH FINDINGS,15
EN6213 , SCHOOL PLACEMENT 2,24
EN6221 , COUNSELLING THEORY AND PRACTICE 1,9
EN6222 , LEADING SCHOOLS: CULTURE AND GLOBALIZATION,12
EN6231 , APPROACHES TO EDUCATIONAL LEADERSHIP FOR THE 21ST CENTURY,9
EN6232 ," LEADING EDUCATIONAL CHANGE: POLICY, PEOPLE PRACTICE",9
EN6241 , LEADERSHIP OF LEARNING AND TEACHING FOR TRANSFORMATION,9
EN6242 , DIVERSITY OF LEARNING: SPECIAL EDUCATIONAL NEEDS (SEN)  AND INCLUSIVE TEACHING,6
EN6251 , ADVANCED RESEARCH METHODS FOR EDUCATIONAL LEADERSHIP,6
EN6252 , GRAPHICS PEDAGOGY 2,3
EN6261 , EDUCATIONAL LEADERSHIP DISSERTATION 1,12
EN6262 , EDUCATIONAL LEADERSHIP DISSERTATION 2,12
EN6271 , UNDERSTANDING LEARNING AND DEVELOPMENT: PSYCHOLOGICAL PERSPECTIVES,6
EN6272 , WOOD TECHNOLOGY / CONSTRUCTION PEDAGOGY 2,3
EN6281 , GRAPHICS PEDAGOGY 1,6
EN6291 , ENGINEERING / TECHNOLOGY PEDAGOGY 1,6
EN6292 , ENGINEERING / TECHNOLOGY PEDAGOGY 2,3
EN6301 , WOOD TECHNOLOGY / CONSTRUCTION PEDAGOGY 1,6
EN6302 , DISSERTATION,24
EN6311 ," INQUIRY, ARGUMENTATION AND SCIENCE TEACHING",6
EN6401 , RESEARCH METHODS 2,12
EN6411 , DISSERTATION,24
EN6412 , DISSERTATION 2,24
EN6421 , RESEARCH PROJECT 1 (MSC CIVIL ENGINEERNG),3
EN6422 , RESEARCH PROJECT 2 (MSC CIVIL ENGINEERING),6
EN6423 , RESEARCH PROJECT 3 (MSC CIVIL ENGINEERING),30
EN6431 , STRUCTURAL DYNAMICS AND EARTHQUAKE ENGINEERING,6
EN6441 , AIR QUALITY AND NOISE POLLUTION,6
EN6442 , ADVANCED GEOTECHNICAL ENGINEERING,6
EN6452 , INTEGRATED POLLUTION MANAGEMENT,6
EN6462 , ENERGY EFFICIENT BUILDINGS 2,6
EN6472 , ADVANCED STRUCTURES,6
EN6501 ," CONTEMPORARY ISSUES 1: PERSPECTIVES ON LEARNING, TEACHING AND ASSESSMENT",9
EN6502 , CONTEMPORARY ISSUES 2: PERSPECTIVES ON EDUCATIONAL POLICY AND PRACTICE,9
EN6503 , ADVANCED RESEARCH METHODS 1: RESEARCH DESIGN,9
EN6504 , M. ED THESIS 1,15
EN6505 , M. ED THESIS 2,15
EN6511 , ACADEMIC WRITING AND INQUIRY,9
EN6512 ," TEACHING, LEARNING AND TECHNOLOGY",12
EN6522 , A PROFESSIONAL RESPONSE TO CONTEMPORARY DEVELOPMENTS IN SCIENCE EDUCATION,12
EN6532 , INQUIRY AND PROBLEM SOLVING IN STEM EDUCATION,12
EN6542 , TECHNOLOGY AND EDUCATIONAL CHANGE,12
EN6552 , SPECIAL EDUCATIONAL NEEDS 1,12
EN6562 , SOCIOLOGICAL PERSPECTIVES ON DIVERSITY AND EQUALITY IN EDUCATION,12
EN6572 , AN INTRODUCTION TO THE PROFESSIONAL PRACTICE OF LIFELONG GUIDANCE COUNSELLING,12
EN6582 , RADICAL EDUCATION,12
EN6592 , ADVERSE LIFE EXPERIENCES AND LEARNING: CRITICAL/REFLECTIVE EXPLORATION OF THE ROLE OF THE TEACHER AND THE SCHOOL,12
EN6602 , LEARNING THROUGH RELATING: PHILOSOPHICAL AND PSYCHOLOGICAL PERSPECTIVES ON EDUCATOR ,12
EN6611 , LEADING ORGANISATIONAL CULTURE IN EDUCATION,6
EN6612 , EDUCATIONAL LEADERSHIP: MACRO PERSPECTIVES,12
EN6621 , BUILDING LEADERSHIP CAPACITY IN EDUCATION THROUGH EFFECTIVE GOALSETTING AND FEEDBACK,6
EN6622 , EDUCATIONAL LEADERSHIP: SCHOOL MANAGEMENT IN PRACTICE,12
EN6632 , INTERNATIONAL PERSPECTIVES ON EDUCATION,12
EN6642 , FRAMEWORKS FOR MENTORING,12
EN6652 , TEACHER PEDAGOGICAL WORK AND WELL,12
EN6672 , INTERPROFESSIONAL LEARNING FOR EDUCATIONAL LEADERS,6
EN6725 , PRINCIPLES AND PRACTICE OF RESEARCH IN EDUCATION,6
EN6732 , Cognition and Learning. Part 2 [Application and Practice],3
EN6733 , Presentation Skills and the Psychology of Interpersonal Communication,6
EN6734 , Systems and Organisational Psyhcology,6
EN6735 , DISSERTATION 1,9
EN6741 , Cognition and Learning. Part 1 [Knowledge and Skills],3
EN6742 , Psychological and Psycho,9
EN6743 , Professional Placement 3 ,3
EN6744 , Professional Placement 4 ,12
EN6745 , DISSERTATION 2,15
EN6751 ," Philosophy, Epistemology & the Profession of Educational Psychology",6
EN6752 ," Biological, Neuropsychological, Social, Emotional and Developmental Bases of Behaviour 2",3
EN6753 , Professional Placement 3 ,9
EN6761 , Psychology and Education for Exceptional Children and Young Adults,6
EN6762 , Professional Placement 2 ,9
EN6771 ," Biological, Neuropsychological, Social, Emotional and Developmental Bases of Behaviour 1",3
EN6772 , Dissertation 2,15
EN6781 , Education and Society in Modern Ireland,6
EN6791 , PRINCIPLES AND PRACTICES OF RES: QUANT AND QUAL METHOD,6
EN6801 , SCIENCE PEDAGOGY 1,6
EN6804 , BUSINESS EDUCATION INDEPENDENT STUDY,3
EN6811 , EDUCATIONAL TECHNOLOGY AND ICT 1,6
EN6812 , MATHEMATICS KNOWLEDGE FOR TEACHING 1,3
EN6814 , BUSINESS EDUCATION 2,3
EN6821 , SPECIAL EDUCATIONAL NEEDS 1,6
EN6822 , SCIENCE PEDAGOGY 2,3
EN6824 , MATHEMATICAL MODELLING AND APPLICATIONS,3
EN6831 , EXPLORING SCIENCE EDUCATION 1,6
EN6832 , SUBJECT PEDAGOGICS 2 (DESIGN AND COMMUNICATION GRAPHICS),3
EN6842 , EDUCATIONAL TECHNOLOGY AND ICT 2,3
EN6844 , SCIENCE PEDAGOGY 3,3
EN6852 , SPECIAL EDUCATIONAL NEEDS 2,3
EN6854 , RESEARCH TRENDS AND FUTURE PEDAGOGY IN GRAPHICS EDUCATION,3
EN6862 , ICT FOR MATHEMATICS TEACHING,3
EN6864 , EDUCATIONAL TECHNOLOGY AND ICT 3,3
EN6872 , EXPLORING SCIENCE EDUCATION 2,3
EN6874 , SPECIAL EDUCATIONAL NEEDS 3,3
EN6884 , MATHEMATICS KNOWLEDGE FOR TEACHING 2,3
EN6904 , SCIENCE EDUCATION INDEPENDENT STUDY,3
EN6914 , RESEARCH TRENDS AND FUTURE PEDAGOGY IN TECHNOLOGY EDUCATION,3
EN7003 , PROFESSIONAL PORTFOLIO AND PROFESSIONAL PRACTICE WITH PLACEMENT COMPONENT 1,6
EN7011 , FOUNDATIONS OF SOCIAL SCIENTIFIC AND EDUCATION RESEARCH AND PRACTICE: EPISTEMOLOGY AND ONTOLOGY 1,6
EN7012 , ADVANCED RESEARCH METHODS 2: COLLECTING AND ANALYSING TEXT AND ORAL DATA IN EDUCATIONAL SETTINGS,6
EN7013 , FOUNDATIONS OF SOCIAL SCIENTIFIC AND EDUCATIONAL RESEARCH AND PRACTICE: EPISTEMOLOGY AND ONTOLOGY 2,6
EN7021 , ADVANCED RESEARCH METHODS 1: RESEARCH DESIGN,6
EN7022 ," CONTEMPORARY ISSUES IN TEACHING, LEARNING AND ASSESSMENT",6
EN7031 , POLICY STUDIES,6
EN7032 , CRITICAL MEDIA LITERACY,6
EN7033 , PROFESSIONAL PORTFOLIO AND PROFESSIONAL PRACTICE WITH PLACEMENT COMPONENT 2,6
EN7041 , ADVANCED RESEARCH METHODS 3: COLLECTING AND ANALYSING CROSS SECTIONAL AND STATISTICAL DATA IN EDUCATIONAL SETTINGS,6
EN7042 , RESPONDING TO CULTURAL DIVERSITY IN EDUCATIONAL RESEARCH,6
EN7052 , DESCRIPTIVE AND INFERENTIAL STATISTICS IN EDUCAITONAL RESEARCH,6
EN7062 , LEADERSHIP AND PROFESSIONAL PRACTICE,6
EN7702 ," CONTEMPORARY ISSUES IN TEACHING, LEARNING AND ASSESSMENT",6
EN7711 , Epistemological and Ontological Foundations of Education 1: The Enlightenment's Progress,6
EN7712 ," Epistemological and Ontological Foundations of Education 2: Paradigms, Policies and Practices",6
EN7713 , International Summer School,6
EN7714 , Advanced Research Methods 3: Collecting and Analysing Cross,6
EN7715 , Advanced Research Methods 4: Complementary Art and Science Research Methods,6
EN7716 , International Summer School,6
EN7721 , Advanced Research Methods 1: Principles and Practice of Research in Education,6
EN7722 , Advanced Research Methods 2: Critical and Interpretive Research in Educational Settings,6
EN7723 , Graduate Studies Generic Skills,6
EN7724 , Autumn Master Classes,6
EN7725 , DESCRIPTIVE AND INFERENTIAL STATISTICS IN EDUCATIONAL RESEARCH,6
EN7731 , EDUCATIONAL PSYCHOLOGY AND LIFELONG LEARNING,6
EN7732 , Early Childhood Pedagogy: Developing Criticality and Reflexivity,6
EN7733 , Research/Thesis Credits,18
EN7734 , Research/Thesis Credits,18
EN7735 , Spring Master Classes,6
EN7736 , Research/Thesis Credits,24
EN7741 , Perspectives on Musical Meaning and Value,6
EN7742 , Social and Emotional Development of the Child,6
EN7745 , Research/Thesis Credits,18
EN7751 , Autumn Master Classes,6
EN7752 , Spring Master Classes,6
EN7761 , Research/Thesis Credits,6
EN7762 , Research/Thesis Credits,6
EN7771 , Graduate Studies Generic Skills,6
EN7772 , Graduate Studies Generic Skills,6
EN7781 , Dissertation 1,30
EN7782 , Dissertation 2,30
EN7783 , Dissertation 3,30
EN7784 , Dissertation 4,30
EN7785 , Dissertation 5,30
EN7786 , Dissertation 6,30
EN7792 , TEACHING FOR SOCIAL JUSTICE AND INCLUSION,6
EP2001 , ENTREPRENEURIAL LEADERSHIP,6
EP2011 ," ENTERPRISE, CREATIVITY AND INNOVATION",6
EP2012 , ENTERPRISE CREATION AND GROWTH,6
EP2022 , ENTREPRENEURIAL MARKETING,6
EP2032 , ENTREPRENEURSHIP AND INNOVATION LAB,6
EP2915 , ENTERPRISE FORMATION (DE),6
EP4003 , ENTREPRENEURSHIP AND INNOVATION,6
EP4005 , NEW ENTERPRISE CREATION,6
EP4007 , ENTERPRISE MANAGEMENT AND GROWTH,6
EP4008 , BUSINESS CONSULTING,6
EP4013 ," ENTERPRISE, CREATIVITY AND INNOVATION",6
EP4315 , ENTERPRISE FORMATION,6
EP4407 , ENTERPRISE DEVELOPMENT,6
EP4408 , SMALL BUSINESS CONSULTING,6
EP4607 , PRODUCT DESIGN AND DEVELOPMENT 1,6
EP4906 , ENTREPRENEURSHIP AND INNOVATION,6
EP4908 , BUSINESS/MANAGEMENT CONSULTING WORKSHOP,6
EP6021 , IDEATION AND OPPORTUNITY RECOGNITION FOR INNOVATION,9
EP6022 , ENTERPRISE SCALING AND INTERNATIONALISATION,9
EP6023 , THESIS,30
EP6031 , BUSINESS MODELLING FOR INNOVATION,6
EP6032 , STRATEGIC ENTREPRENEURSHIP APPLIED CONSULTING PROJECT,6
EP6033 , ENTREPRENEURIAL INCUBATION AND COMMERCIALISATION,30
EP6041 , ENTREPRENEURIAL MARKETING AND BUSINESS DEVELOPMENT,9
EP6042 , RESEARCHING CONTEMPORARY ISSUES IN ENTREPRENEURSHIP AND ORGANISATIONAL INNOVATION,9
EP6051 , RESOURCE PLANNING AND OPERATIONS MANAGEMENT FOR START,6
EQ2001 , HORSEMANSHIP 1,6
EQ2002 , HORSEMANSHIP 2,6
EQ2003 , HORSEMANSHIP 3,6
EQ2101 , HORSEMANSHIP 1A,6
EQ2102 , HORSEMANSHIP 2A,6
EQ2103 , HORSEMANSHIP 3A,6
EQ2922 , EQUESTRIAN SKILL ANALYSIS,6
EQ2923 , FOUNDATIONS OF EQUINE LOCOMOTION,6
EQ2931 , INTRODUCTION TO HORSEMANSHIP,6
EQ3006 , PROBLEM IDENTIFICATION AND PRACTICAL SOLUTIONS,6
EQ4001 , PRINCIPLES OF EQUITATION,6
EQ4002 , EQUINE EXERCISE SCIENCE 1,6
EQ4003 , EQUINE EXERCISE SCIENCE 2,6
EQ4004 , EQUINE MANAGEMENT,6
EQ4005 , EQUINE PERFORMANCE,6
EQ4007 , EQUINE COMPETITION 1,6
EQ4008 , EQUINE TEACHING PRINCIPLES 2,6
EQ4011 , INTRODUCTION TO HORSEMANSHIP,6
EQ4012 , THE HORSE INDUSTRY,6
EQ4013 , FOUNDATIONS OF EQUINE LOCOMOTION,6
EQ4014 , FOUNDATIONS OF EQUINE PERFORMANCE,6
EQ4017 , EQUINE TEACHING PRINCIPLES 1,6
EQ4018 , EQUINE COMPETITION 2,6
EQ4021 , FUNDAMENTALS OF EQUINE LOCOMOTION,6
EQ4022 , FOUNDATIONS OF EQUINE PERFORMANCE,6
EQ4025 , THE YOUNG HORSE,6
EQ4026 , ADVANCED RIDING TECHNIQUES AND PROBLEM ANALYSIS,6
EQ4027 , EQUESTRIAN FACILITIES,6
EQ4031 , PRINCIPLES OF EQUINE TRAINING,6
EQ4032 , EQUESTRIAN SKILL ANALYSIS,6
EQ4037 , PERFORMANCE RIDER DEVELOPMENT,6
EQ4038 , TRAINING THE PERFORMANCE HORSE,6
EQ4041 , DEVELOPING THE RIDER,6
EQ4048 , MANAGING THE PERFORMANCE HORSE,6
EQ4051 , INTRODUCTION TO HORSEMANSHIP,6
EQ4058 , EQUINE EXERCISE PHYSIOLOGY,6
EQ4068 , ADVANCED EQUINE PHYSIOLOGY,6
EQ4907 , PROJECT 1 (EQUINE SCIENCE),6
EQ4908 , PROJECT 2 (EQUINE SCIENCE),6
